32
 0 -4 6 2 3 4 7 8 13
 5 -1 3 15 6 5
 3 -36 4 14 11 9 6
 5 -34 4 14 12 11 9
 10 -99 3 14 11 10
 10 -83 3 18 16 10
 8 -18 3 16 14 10
 7 -81 6 25 24 20 18 16 15
 6 -63 2 16 10
 6 -47 8 31 28 25 24 23 20 19 17
 10 -90 4 31 24 18 16
 3 -85 4 31 25 24 16
 4 -27 7 31 28 25 24 23 22 21
 3 -4 4 31 28 23 17
 5 -2 5 31 28 23 22 21
 7 -66 3 28 23 17
 2 -86 3 26 22 21
 10 -88 3 28 26 22
 7 -74 3 27 26 21
 7 -38 2 30 26
 1 -19 2 30 29
 3 -18 1 27
 6 -28 1 26
 8 -15 1 26
 4 -69 1 26
 8 -27 1 29
 1 -34 1 29
 7 -65 1 30
 10 -28 1 32
 10 -32 1 32
 1 -33 1 32
 0 6970 0
