42
 0 -83 5 2 3 4 5 6
 9 -69 9 29 22 18 15 14 11 10 9 7
 3 -12 7 29 28 19 18 12 9 8
 9 -61 6 28 27 22 16 13 11
 1 -30 9 41 40 28 27 25 21 19 16 14
 2 -21 7 41 40 26 25 19 16 13
 6 -69 10 40 39 27 26 25 24 23 21 20 17
 8 -85 7 41 40 26 25 23 21 14
 5 -43 7 41 40 39 25 23 21 16
 1 -95 7 40 28 27 25 23 21 16
 6 -43 6 41 39 26 20 19 17
 1 -78 8 40 39 36 35 34 31 23 20
 5 -62 6 39 36 35 31 21 20
 5 -28 7 39 36 35 34 31 24 20
 5 -89 5 39 38 34 24 19
 1 -21 6 36 35 34 31 24 20
 4 -48 7 36 35 34 33 32 31 30
 6 -69 6 38 37 33 32 31 23
 2 -61 5 36 35 32 31 23
 3 -87 4 37 33 32 30
 2 -20 4 38 34 32 30
 2 -13 3 37 30 25
 10 -81 1 30
 1 -20 1 30
 3 -53 1 31
 10 -10 1 38
 7 -87 1 33
 4 -38 1 31
 5 -86 1 31
 1 -42 1 42
 9 -48 1 42
 10 -6 1 42
 6 -54 1 42
 7 -91 1 42
 2 -67 1 42
 9 -15 1 42
 7 -93 1 42
 1 -4 1 42
 9 -11 1 42
 3 -45 1 42
 7 -17 1 42
 0 10275 0
