112
 0 -55 22 2 3 4 5 6 7 9 10 11 12 13 15 16 17 19 20 21 22 24 25 31 32
 2 -9 11 66 59 57 52 51 44 43 39 38 35 8
 9 -2 11 67 59 52 47 43 41 37 30 29 26 14
 1 -8 11 66 59 57 52 51 47 46 38 35 27 18
 5 -80 13 69 67 63 59 57 54 50 43 41 35 33 30 28
 9 -36 16 71 69 68 67 61 60 58 54 53 49 47 43 38 37 36 34
 8 -68 19 111 110 71 67 66 65 63 60 59 57 56 55 52 49 46 44 42 41 40
 5 -48 11 71 63 54 49 47 46 42 41 36 34 27
 1 -24 9 69 66 58 57 55 45 37 30 23
 7 -51 8 71 61 59 57 53 33 27 26
 5 -19 9 71 69 67 59 58 53 36 35 26
 10 -51 13 111 77 67 58 56 52 50 46 43 42 41 38 35
 2 -34 17 110 108 106 71 68 67 66 65 61 58 56 55 54 51 50 49 46
 8 -45 19 109 108 107 106 105 79 69 68 65 63 62 61 58 57 56 53 51 50 49
 9 -82 15 111 107 73 71 69 67 63 62 57 56 55 53 44 41 35
 3 -10 11 111 109 69 64 58 57 54 53 49 35 34
 1 -18 14 110 107 77 71 69 65 63 61 60 56 49 44 42 41
 1 -87 13 110 77 75 73 67 63 61 55 54 50 42 41 37
 9 -96 13 109 107 77 71 65 63 61 60 55 50 49 43 42
 8 -63 10 108 64 59 56 55 53 52 49 48 47
 1 -4 13 105 73 69 67 65 58 57 56 55 50 48 43 42
 10 -19 15 110 109 105 81 79 77 75 69 67 63 58 55 50 44 42
 8 -12 14 111 104 79 77 74 73 71 70 67 65 56 50 43 42
 3 -96 12 111 107 104 100 77 67 65 63 60 56 43 42
 10 -26 20 110 109 108 105 104 103 101 81 79 77 75 73 72 71 70 69 65 64 63 54
 5 -49 13 111 107 106 77 74 73 70 68 66 65 62 50 46
 1 -68 18 111 110 108 107 106 104 102 100 80 77 74 72 69 67 64 62 60 56
 9 -39 6 109 77 72 65 60 34
 5 -81 12 109 108 105 81 79 77 76 75 73 70 55 42
 8 -78 14 109 101 99 79 78 77 75 73 72 71 65 64 53 44
 6 -55 11 110 108 95 77 76 73 72 70 68 60 47
 3 -47 17 111 110 107 106 105 104 102 101 100 77 75 74 72 67 66 65 64
 3 -46 11 111 110 109 98 97 77 74 70 60 56 55
 6 -89 11 108 107 106 105 98 97 76 74 70 56 55
 1 -91 20 110 108 106 105 104 103 102 101 99 98 95 92 89 81 79 78 76 75 65 61
 1 -38 12 105 104 102 100 98 96 79 77 74 73 56 50
 8 -48 24 111 109 108 107 106 105 104 103 102 101 100 99 98 97 95 92 91 89 86 84 81 79 72 65
 10 -66 16 109 107 106 104 103 101 99 96 93 88 78 73 72 70 64 62
 10 -93 13 110 107 104 101 87 80 79 78 76 71 62 61 58
 2 -50 17 108 107 106 105 102 101 98 94 91 89 88 80 79 76 72 70 68
 10 -89 16 109 103 102 101 99 98 91 89 88 81 80 79 76 74 72 70
 9 -97 13 106 103 102 101 99 96 94 93 88 72 68 64 62
 8 -36 14 110 108 102 101 97 96 93 91 88 81 78 76 75 62
 5 -42 17 108 106 104 103 102 98 97 95 94 91 89 86 83 82 80 76 70
 4 -25 12 107 103 102 100 99 94 88 87 79 77 75 62
 5 -36 16 109 105 104 102 101 99 94 91 89 88 87 86 79 78 76 72
 8 -73 13 111 109 107 106 105 101 98 90 89 84 78 75 65
 6 -12 10 109 102 100 99 88 87 79 77 75 62
 5 -72 10 99 95 93 91 88 86 76 73 72 70
 8 -33 10 103 101 99 93 89 88 84 78 72 64
 2 -55 13 111 104 99 98 95 94 90 89 88 85 82 77 74
 4 -97 9 104 97 89 88 87 79 76 75 69
 10 -19 12 110 104 102 96 93 91 89 88 85 83 82 70
 8 -94 8 107 102 99 92 88 87 83 62
 6 -11 14 104 103 102 99 95 94 90 89 87 86 85 84 83 80
 9 -83 12 101 99 95 93 92 91 90 89 88 85 81 75
 7 -51 9 97 96 95 89 87 86 78 77 75
 4 -27 10 100 97 96 95 94 89 88 86 84 82
 4 -45 10 107 101 97 95 92 91 90 85 84 82
 3 -22 8 105 103 94 92 85 82 79 78
 6 -13 9 100 97 93 91 90 88 86 85 83
 9 -48 8 98 95 90 89 86 85 84 82
 10 -85 7 93 92 91 90 88 86 78
 2 -84 7 97 92 91 87 86 85 82
 9 -53 6 94 88 87 85 82 80
 5 -85 6 99 95 89 88 87 79
 1 -94 6 103 98 94 88 86 82
 1 -85 5 92 86 84 82 78
 4 -5 4 96 94 92 78
 10 -71 4 100 92 87 84
 1 -24 4 97 92 86 82
 2 -61 3 90 83 82
 10 -100 3 97 94 90
 9 -34 2 86 78
 6 -15 2 83 82
 7 -66 2 85 84
 7 -32 2 91 84
 8 -75 1 83
 1 -100 1 93
 2 -47 1 96
 8 -51 1 87
 4 -52 1 112
 1 -12 1 112
 5 -29 1 112
 7 -44 1 112
 1 -21 1 112
 3 -46 1 112
 8 -6 1 112
 5 -14 1 112
 2 -57 1 112
 2 -94 1 112
 1 -40 1 112
 3 -56 1 112
 6 -94 1 112
 8 -95 1 112
 8 -43 1 112
 2 -5 1 112
 9 -60 1 112
 2 -43 1 112
 5 -70 1 112
 5 -6 1 112
 6 -19 1 112
 5 -63 1 112
 3 -5 1 112
 8 -54 1 112
 9 -95 1 112
 5 -29 1 112
 8 -69 1 112
 3 -9 1 112
 5 -72 1 112
 5 -19 1 112
 0 27745 0
