52
 0 -78 11 2 3 4 6 8 9 10 13 14 17 19
 3 -14 7 51 28 22 21 16 7 5
 7 -70 8 50 28 26 24 23 20 15 11
 7 -67 6 30 25 23 22 18 12
 9 -45 9 50 47 37 31 30 29 27 25 18
 5 -26 7 50 37 34 33 27 25 23
 8 -58 6 48 37 33 29 24 20
 8 -83 5 35 31 28 23 22
 9 -37 4 31 25 23 18
 9 -24 4 49 31 29 12
 2 -14 9 48 47 44 43 37 35 31 30 22
 6 -10 10 50 48 47 46 45 43 42 37 36 24
 5 -10 9 48 47 45 37 36 34 33 32 25
 1 -52 7 50 46 37 36 31 25 24
 8 -1 9 51 49 48 47 36 34 33 32 27
 4 -73 7 49 46 43 42 37 29 24
 9 -66 6 50 48 43 33 31 24
 7 -10 10 49 48 46 44 43 40 35 34 33 32
 6 -56 9 46 45 44 43 37 36 35 33 32
 7 -9 4 47 40 27 25
 5 -61 4 44 43 35 23
 10 -9 3 46 33 29
 7 -41 4 48 47 46 29
 10 -95 6 44 41 40 35 34 32
 10 -71 6 49 44 43 42 41 35
 4 -31 6 49 47 45 44 42 34
 3 -13 6 46 45 43 41 39 38
 9 -97 5 44 43 41 38 37
 3 -95 3 45 36 32
 9 -71 3 40 34 33
 3 -57 2 42 34
 2 -33 2 39 38
 2 -11 2 42 41
 2 -65 1 38
 8 -33 1 38
 8 0 1 40
 5 -13 1 39
 10 -80 1 52
 8 -43 1 52
 4 -25 1 52
 2 -47 1 52
 8 -45 1 52
 7 -9 1 52
 9 -11 1 52
 9 -80 1 52
 8 -50 1 52
 6 -96 1 52
 8 -13 1 52
 6 -99 1 52
 5 -49 1 52
 3 0 1 52
 0 11230 0
