62
 0 -64 14 2 3 4 5 6 8 9 10 12 16 17 18 21 24
 3 -54 8 47 37 33 22 19 13 11 7
 3 -79 5 34 26 14 11 7
 3 -5 6 31 28 22 15 13 7
 9 -11 7 47 37 33 31 29 13 11
 4 -20 11 61 59 46 45 44 42 36 35 33 31 20
 9 -77 10 60 46 45 44 43 36 32 29 27 23
 3 -57 9 61 60 47 46 45 33 29 28 23
 2 -41 10 60 46 44 40 37 36 35 33 28 23
 7 -94 13 61 60 59 58 56 46 45 44 42 40 37 36 28
 5 -75 11 61 60 59 58 45 44 42 40 35 30 28
 10 -13 9 61 45 43 42 41 40 38 31 25
 1 -47 8 60 46 44 43 36 35 27 23
 9 -20 7 60 45 33 32 31 28 23
 3 -97 11 61 60 59 45 44 43 41 39 37 30 27
 3 -18 11 61 60 59 56 46 45 42 39 36 33 29
 8 -62 6 61 44 41 40 39 22
 10 -92 11 61 60 59 54 44 41 40 36 35 31 30
 8 -84 4 45 44 31 23
 5 -95 9 60 58 43 41 40 39 37 32 30
 3 -9 9 60 59 58 46 42 41 40 36 32
 3 -7 8 59 58 54 45 42 36 35 30
 3 -31 8 59 58 53 49 42 41 39 30
 3 -39 7 54 53 44 43 41 35 30
 3 -79 7 60 59 56 55 39 37 35
 7 -52 7 61 44 41 39 38 36 33
 8 -80 9 58 56 54 53 51 50 49 42 38
 10 -10 8 57 55 53 49 43 41 39 38
 3 -45 6 58 57 51 41 40 35
 4 -47 5 57 56 55 51 38
 7 -31 6 58 57 53 51 49 48
 9 -85 4 56 51 50 38
 6 -87 4 54 52 50 49
 1 -6 4 59 57 50 49
 9 -8 3 50 49 48
 5 -72 3 50 49 48
 2 -58 3 53 52 51
 3 -51 2 52 48
 1 -25 2 54 50
 6 -72 2 53 49
 9 -69 1 48
 3 -69 1 55
 1 -60 1 48
 8 -33 1 51
 3 -100 1 53
 8 -95 1 48
 6 -43 1 49
 2 -60 1 62
 1 -28 1 62
 7 -48 1 62
 2 -33 1 62
 9 -32 1 62
 9 -59 1 62
 8 -88 1 62
 4 -74 1 62
 3 -70 1 62
 9 -64 1 62
 3 -56 1 62
 2 -43 1 62
 3 -62 1 62
 4 -97 1 62
 0 16410 0
