72
 0 -15 17 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 21
 4 -34 14 43 41 39 38 36 33 32 31 30 26 24 23 18 15
 10 -53 11 71 43 42 41 39 38 33 29 26 18 15
 10 -70 15 56 55 49 44 43 42 40 39 38 36 35 31 30 29 26
 8 -81 11 56 49 43 41 38 37 36 31 28 24 23
 8 -10 9 56 49 42 39 38 34 26 23 22
 5 -2 12 56 54 44 43 41 40 38 37 35 34 33 23
 8 -55 12 65 56 49 46 44 43 38 37 35 33 32 22
 1 -57 9 55 44 42 39 37 35 34 25 22
 6 -91 7 56 44 36 34 31 30 18
 1 -44 11 64 55 49 45 44 43 40 35 30 29 27
 2 -45 8 46 43 39 38 37 33 28 20
 9 -43 15 71 67 65 56 55 49 48 46 45 42 41 40 39 38 35
 9 -66 13 65 64 56 54 49 45 43 40 38 37 36 33 31
 7 -59 14 67 56 55 54 53 51 49 48 46 45 44 40 37 34
 8 -55 11 56 55 54 49 45 43 39 38 37 35 34
 5 -61 9 66 56 55 54 49 46 38 35 28
 4 -10 13 70 67 66 65 55 54 51 49 46 45 40 37 35
 7 -27 12 70 66 65 55 54 53 48 46 43 42 40 37
 2 -45 16 71 70 67 66 64 60 55 54 53 52 51 50 48 47 45 40
 5 -32 11 70 68 67 55 54 51 49 48 47 40 35
 10 -24 7 64 54 52 51 45 40 31
 7 -80 15 71 70 69 67 65 63 61 55 53 52 51 50 48 46 45
 7 -58 12 70 68 67 60 55 54 53 52 51 47 44 40
 3 -35 8 65 64 54 49 48 45 43 38
 7 -6 12 70 69 66 65 63 62 61 51 50 46 45 37
 7 -79 11 69 68 67 65 63 61 56 54 51 48 36
 10 0 8 67 64 53 50 47 45 40 34
 4 -72 9 67 66 54 53 52 51 50 47 34
 5 -26 11 70 68 66 65 63 62 61 60 59 50 47
 8 -84 10 70 69 68 67 61 60 53 50 48 47
 9 -41 10 70 69 62 61 60 59 53 51 47 45
 1 -58 9 67 66 63 62 61 55 51 50 47
 10 -79 9 70 69 65 63 62 60 59 58 57
 9 -30 6 63 62 61 53 52 50
 7 -11 5 66 60 58 52 50
 7 -100 4 68 60 52 47
 2 -91 4 70 63 59 47
 7 -15 4 66 61 50 47
 7 -68 5 69 63 62 61 57
 10 -71 5 69 63 60 58 57
 8 -21 4 64 60 57 51
 6 -64 3 67 51 50
 2 -41 3 66 61 50
 5 -52 3 68 58 57
 7 -88 3 64 59 58
 4 -35 2 58 57
 8 -21 2 62 57
 8 -68 2 61 60
 1 -38 1 57
 5 -74 1 58
 5 -78 1 59
 6 -3 1 58
 9 -17 1 57
 7 -84 1 59
 6 -30 1 60
 7 -92 1 72
 8 -28 1 72
 9 -74 1 72
 8 -82 1 72
 5 -93 1 72
 7 -100 1 72
 9 -15 1 72
 7 -82 1 72
 2 -15 1 72
 7 -34 1 72
 5 -42 1 72
 5 -62 1 72
 7 -50 1 72
 6 -38 1 72
 3 -58 1 72
 0 17810 0
