82
 0 -32 19 2 3 4 5 6 7 9 11 12 14 15 16 17 18 19 20 22 26 33
 10 -17 8 42 37 36 27 24 21 13 10
 2 -86 11 51 43 38 37 36 35 32 29 27 25 24
 10 -97 4 45 28 25 8
 1 -28 12 53 51 47 44 43 40 39 38 37 34 25 23
 1 -51 10 48 47 46 45 42 40 39 31 28 21
 9 -64 10 52 48 47 45 43 42 40 31 28 21
 8 -30 18 78 61 60 53 52 51 48 47 46 44 43 42 41 40 39 38 37 34
 6 -6 12 80 53 52 51 44 42 41 39 35 34 30 27
 6 -85 10 61 53 48 47 45 40 39 34 28 25
 2 -68 10 78 50 47 42 40 35 34 31 28 27
 10 -13 8 48 46 42 40 36 31 28 21
 3 -4 12 75 61 58 53 52 50 49 48 46 45 40 28
 5 -62 10 80 52 51 50 45 43 42 38 34 31
 8 -90 14 81 78 60 59 58 56 53 51 46 43 41 40 39 35
 1 -1 10 81 61 53 52 50 48 45 43 37 28
 10 0 7 61 57 53 51 48 34 25
 2 -54 10 81 78 56 52 50 47 41 40 35 34
 3 -68 10 78 76 58 51 47 46 42 39 38 31
 10 -4 14 77 60 59 58 56 51 50 47 46 44 43 42 41 40
 8 -34 10 81 80 77 60 57 56 51 50 41 34
 7 -29 12 81 77 76 74 61 59 56 53 51 41 40 39
 8 -24 10 80 78 75 60 58 57 56 50 41 35
 8 -84 14 80 78 77 75 73 71 69 67 60 59 56 49 44 39
 5 -62 13 81 80 79 77 75 73 69 60 56 52 49 46 41
 10 -88 13 79 77 76 69 60 59 58 56 53 51 48 42 39
 4 -9 16 81 79 76 75 71 70 69 61 60 59 58 57 56 55 54 46
 7 -79 12 79 77 76 74 69 60 59 57 56 51 44 41
 10 -61 9 77 75 70 66 58 56 53 45 40
 7 -27 10 75 72 71 69 67 66 50 49 48 45
 6 -11 14 77 75 73 71 70 69 66 63 61 60 57 56 55 53
 1 -8 14 80 77 76 75 73 72 69 65 64 59 56 55 54 44
 4 -70 13 78 76 75 74 72 71 69 67 66 63 58 56 47
 8 -68 11 75 73 71 69 65 64 59 58 55 54 49
 4 -15 13 77 76 74 72 70 69 68 67 66 64 63 61 48
 4 -36 10 79 78 77 69 68 66 65 64 59 55
 2 -56 9 75 71 66 64 63 58 57 56 54
 3 -21 9 81 79 71 69 68 66 63 57 56
 3 -13 8 72 70 68 66 65 55 54 50
 8 -20 8 80 73 72 71 69 64 57 55
 5 -100 6 72 71 67 65 55 54
 8 -10 6 73 67 66 65 64 63
 1 -57 6 79 75 74 69 67 64
 10 -21 5 70 68 66 63 62
 8 -39 4 78 65 63 54
 1 -31 4 74 68 66 62
 5 -43 3 65 64 54
 1 -64 3 73 65 62
 8 -71 3 76 74 70
 3 -17 2 64 63
 3 -72 2 72 66
 1 -98 2 63 62
 9 -43 1 54
 10 -52 1 62
 5 -99 1 62
 4 -21 1 62
 5 -69 1 67
 10 -84 1 68
 4 -85 1 63
 4 -78 1 64
 7 -16 1 65
 2 -70 1 82
 10 -50 1 82
 4 -41 1 82
 5 -75 1 82
 5 -99 1 82
 4 -71 1 82
 7 -7 1 82
 4 -44 1 82
 10 -14 1 82
 8 -51 1 82
 4 -80 1 82
 4 -91 1 82
 8 -66 1 82
 7 0 1 82
 8 -94 1 82
 9 -82 1 82
 4 -1 1 82
 4 -53 1 82
 9 -11 1 82
 10 -52 1 82
 0 19485 0
